"corte_publicacion","codigo_entidad","entidad","grupo_institucional","codigo_grupo_institucional","periodo_balance_resultados","periodo_indicadores","resultado_integral_acumulado_miles_pesos","otro_resultado_integral_acumulado_miles_pesos","resultado_neto_estimado_sin_ori_miles_pesos","intereses_por_prestamos_personales_miles_pesos","intereses_personales_pesos_cuenta_511107_miles_pesos","intereses_personales_moneda_extranjera_cuenta_515107_miles_pesos","ingresos_financieros_totales_miles_pesos","egresos_financieros_totales_miles_pesos","cargo_por_incobrabilidad_total_miles_pesos","ingresos_por_servicios_totales_miles_pesos","gastos_administracion_totales_miles_pesos","intereses_personales_sobre_ingresos_financieros_pct","prestamos_personales_miles_pesos","activo_total_miles_pesos","previsiones_miles_pesos","prestamos_personales_sobre_activo_pct","previsiones_sobre_prestamos_personales_pct","resultado_neto_sobre_activo_pct_no_anualizado","roe_pct","roa_pct","tasa_implicita_prestamos_totales_pct","margen_financiero_sobre_activo_pct","cargos_incobrabilidad_sobre_activo_pct","cartera_irregular_consumo_pct","unidad_balance","nota_comparabilidad"
"2025-06","285","BANCO MACRO S.A.","Casa Central","AA121","Jun-2025","Jun-2025","201828815","5145483","196683332","580531656","580531656",,"2171000551","882490146","172507662","380193349","601986825","26,740281","1833214397","17934573133","-271099546","10,221678","-14,788207","1,096671","9,16","2,66","40,72","20,46","-1,56","3,38","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","299","BANCO COMAFI SOCIEDAD ANONIMA","Casa Central","AA121","Jun-2025","Jun-2025","3895411","0","3895411","10263623","10263623",,"274044987","160414946","8050125","44300014","116812575","3,745233","38503402","2749653549","-14680867","1,4003","-38,128753","0,141669","0,07","0,01","29,87","12,66","-0,62","4,11","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","300","BANCO DE INVERSION Y COMERCIO EXTERIOR S.A.","Casa Central","AA110","Jun-2025","Mar-2025","5442807","223449","5219358",,,,"183367056","86786626","6029814","1884108","21315715","0",,"1478880971","-6475101","0",,"0,352926","13,9","5,18","27,14","19,24","-0,56","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","301","BANCO PIANO S.A.","Casa Central","AA121","Jun-2025","Jun-2025","7428328",,"7428328","29687620","29687620",,"63867737","15020805","1347340","7926577","35269621","46,482968","66512834","348394490","-2012826","19,091242","-3,026222","2,13216","16,77","3,03","101,07","29,28","-0,76","5,72","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","305","BANCO JULIO SOCIEDAD ANONIMA","Casa Matriz","AA121","Jun-2025","Jun-2025","-1031236",,"-1031236",,,,"6513596","2437274","407724","789238","4140950","0","12668","37593036","-469596","0,033698","-3706,946637","-2,743157","-13,53","-4,55","54,43","23,89","-1,17","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","309","BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL","Casa Central","AA110","Jun-2025","Jun-2025","-4779833",,"-4779833","18668715","18668715",,"35518159","7343693","3024400","3382576","27562535","52,561043","67494930","265161281","-5708024","25,454293","-8,456967","-1,802613","-11,57","-3,88","51,52","25,01","-2,08","4,41","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","310","BANCO DEL SOL S.A.","Casa Central","AA121","Jun-2025","Jun-2025","2596220",,"2596220",,,,"63542038","21315806","2425138","998069","27289699","0","29990793","447692146","-2523638","6,698977","-8,414709","0,579912","0,34","0,08","55,63","26,33","-1,95","3,74","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","311","NUEVO BANCO DEL CHACO S. A.","Casa Central","AA110","Jun-2025","Jun-2025","0",,"0","54144617","54144617",,"142057690","39789081","5408777","21220330","69437515","38,114527","0","0","0",,,,"99999","99999","99999","99999","99999","99999","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","312","BANCO VOII S.A.","Casa Matriz","AA121","Jun-2025","Jun-2025","-2784264",,"-2784264","9090184","9090184",,"26725038","13284922","421762","1219870","9097189","34,013736","30624079","114439814","-514042","26,759987","-1,678555","-2,43295","12,03","1,89","79,56","26,92","-0,42","2,25","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","315","BANCO DE FORMOSA S.A.","Casa Central","AA110","Jun-2025","Jun-2025","20039841",,"20039841","28696675","28696675",,"115245558","10200458","2221709","7484499","58591325","24,900461","110084423","683227097","-2678863","16,112421","-2,433462","2,933116","7,33","1,61","60,04","24,59","-0,48","2,45","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","319","BANCO CMF S.A.","Casa Central","AA121","Jun-2025","Jun-2025","16628467","185531","16442936",,,,"97709693","40141793","4007517","4667551","27625322","0",,"731978855","-11336950","0",,"2,246368","12,53","3,7","39,24","17,91","-1,16","21,41","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","321","BANCO DE SANTIAGO DEL ESTERO S.A.","Casa Central","AA121","Jun-2025","Jun-2025","45944263",,"45944263",,,,"284181955","84553134","9297760","23375816","53642429","0","118657866","1661954937","-17959401","7,139656","-15,135449","2,764471","18,91","6,99","89,95","27,99","-0,99","9,61","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","322","BANCO INDUSTRIAL S.A.","Casa Central no operativa","AA121","Jun-2025","Jun-2025","36081388",,"36081388","19518797","19518797",,"344281014","227422184","1050484","60968501","105181305","5,669438","30947947","3655808985","-19249103","0,846542","-62,19832","0,98696","33,95","4,67","36,55","14,75","-0,29","6,58","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","330","NUEVO BANCO DE SANTA FE SOCIEDAD ANONIMA","Casa Central","AA121","Jun-2025","Jun-2025","6755482","0","6755482","99757691","99757691",,"371509088","212479653","19790067","72129193","143807877","26,852019","363003792","2974014346","-18836673","12,205852","-5,189112","0,22715","-1,12","-0,17","38","13,83","-0,98","2,51","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","331","BANCO CETELEM ARGENTINA S.A.","Casa Central no operativa","AA123","Jun-2025","Jun-2025","-1873128",,"-1873128",,,,"570998","59858",,,"1391132","0",,"5664348",,"0",,"-33,068731","-74,34","-66,72","32,2","18,81","0","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","332","BANCO DE SERVICIOS FINANCIEROS S.A.","Casa Central","AA123","Jun-2025","Jun-2025","10844585",,"10844585",,,,"75362622","29790944","18302608","24775672","32835957","0","17555458","306250006","-27468600","5,732394","-156,467578","3,541089","39,56","5,65","57,64","33,75","-12,82","22,23","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","338","BANCO DE SERVICIOS Y TRANSACCIONES S.A.","Casa Central no operativa","AA121","Jun-2025","Jun-2025","7742141",,"7742141","512473","512473",,"69884487","40044025","3643744","4948428","23636706","0,733314","5180267","529544602","-4870116","0,978249","-94,012838","1,462038","23,17","7,24","35,07","25,23","-1,04","0,18","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","339","RCI BANQUE S.A.","Casa Central","AA124","Jun-2025","Mar-2025","-2569532",,"-2569532",,,,"27181876","16788480","239118","59662","3625243","0",,"223837934","-247960","0",,"-1,147943","-8,92","-3,08","38,15","18,08","-0,29","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","340","BACS BANCO DE CREDITO Y SECURITIZACION S.A.","Casa Central","AA121","Jun-2025","Jun-2025","244048",,"244048",,,,"29675921","20777588","1348600","1013849","5671072","0","19532838","233782260","-1369520","8,355141","-7,011372","0,104391","1,3","0,18","35,91","10,96","-0,89","0,55","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","341","BANCO MASVENTAS S.A.","Casa Central","AA121","Jun-2025","Jun-2025","-700418","0","-700418","599501","599501",,"3294850","1814305","172005","794806","3464850","18,195092","1654325","29840235","-514801","5,543941","-31,118492","-2,347227","-26,94","-6,8","61,48","10,36","-0,92","17,63","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","384","UALA BANK S.A.U.","Casa Central no operativa","AA121","Jun-2025","Jun-2025","-30030443",,"-30030443","60548652","60548652",,"95396170","57616876","52907257","2470833","10450635","63,470737","199866633","680895545","-55760799","29,353494","-27,899004","-4,410433","-119,16","-5,68","66,43","17,72","-14,7","11,82","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","386","NUEVO BANCO DE ENTRE R�OS S.A.","Casa Central no operativa","AA121","Jun-2025","Jun-2025","9060368",,"9060368","47287774","47287774",,"186559447","82083594","7604106","38902438","74456735","25,347295","169018468","1556877162","-9748288","10,856249","-5,767587","0,581958","0,99","0,25","40,97","17,27","-0,81","1,77","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","389","BANCO COLUMBIA S.A.","Casa Matriz","AA121","Jun-2025","Jun-2025","-6372027",,"-6372027",,,,"89766181","58456729","14078302","13362563","39985682","0","104211054","603727044","-23366424","17,261286","-22,422213","-1,055448","-22,21","-4,47","85,34","13,57","-4,46","13,36","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","426","BANCO BICA S.A.","Casa Central no operativa","AA121","Jun-2025","Jun-2025","1794974",,"1794974","4800101","4800101",,"28639344","13644420","1031267","4353134","10351350","16,760513","14382712","192752174","-1084938","7,461764","-7,543348","0,931234","9,31","2,26","48,29","21,14","-0,89","2,48","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","431","BANCO COINAG S.A.","Casa Central","AA121","Jun-2025","Jun-2025","-398644",,"-398644","2723596","2723596",,"33384338","17855733","485662","5524789","14512657","8,158305","8689340","261084121","-1195483","3,328176","-13,758041","-0,152688","-2,35","-0,45","41,84","17,59","-0,52","2,47","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","432","BANCO DE COMERCIO S.A.","Casa Central","AA121","Jun-2025","Jun-2025","1190101",,"1190101","847159","847159",,"15011537","4330692","501913","1719622","6204067","5,643386","6097658","109857380","-816799","5,550522","-13,39529","1,083315","3,02","0,84","40,66","21,45","-0,71","2,54","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","435","BANCO SUCREDITO REGIONAL S.A.U.","Casa Matriz","AA121","Jun-2025","Jun-2025","-1298399",,"-1298399","222761","222761",,"1967580","261556","783453","163847","2058442","11,321573","670484","8563257","-1049734","7,829778","-156,563617","-15,162443","-30,82","-18,49","72,66","37,6","-11,9","10,58","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","448","BANCO DINO S.A.","Casa Central","AA121","Jun-2025","Jun-2025","257105",,"257105","347064","347064",,"8057191","3668086","456419","1178925","2119031","4,307506","1228389","54715989","-511735","2,245028","-41,659035","0,46989","7,65","2","36,06","19,37","-1","2,04","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","44077","COMPA�IA FINANCIERA ARGENTINA S.A.","Casa Central no operativa","AA210","Jun-2025","Jun-2025","228474","0","228474",,,,"39497507","14109272","8924436","2469623","18652852","0","59030467","129226943","-12347011","45,67969","-20,916336","0,176801","-30,24","-5,11","118,46","42,89","-10,38","17,52","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
